id,pred
2013_1103_1107,0.582267357053
2013_1103_1112,0.493697603875
2013_1103_1125,0.272298162239
2013_1103_1129,0.536543536338
2013_1103_1137,0.473275968177
2013_1103_1139,0.463165985934
2013_1103_1143,0.458800333535
2013_1103_1153,0.429002227335
2013_1103_1160,0.53608791205
2013_1103_1161,0.558057813308
2013_1103_1166,0.5
2013_1103_1172,0.528258501073
2013_1103_1181,0.272697405848
2013_1103_1195,0.694773211012
2013_1103_1196,0.384949646383
2013_1103_1207,0.424493247389
2013_1103_1211,0.389778432608
2013_1103_1217,0.393854860372
2013_1103_1228,0.50562910911
2013_1103_1231,0.533252301112
2013_1103_1233,0.390954918314
2013_1103_1235,0.521832099167
2013_1103_1241,0.673475062886
2013_1103_1242,0.300577130931
2013_1103_1243,0.39775868145
2013_1103_1247,0.64310123071
2013_1103_1251,0.704765775859
2013_1103_1254,0.542465758934
2013_1103_1257,0.372991451102
2013_1103_1266,0.397694178186
2013_1103_1272,0.403309323517
2013_1103_1274,0.475568818136
2013_1103_1276,0.521481081361
2013_1103_1277,0.408021447772
2013_1103_1278,0.5
2013_1103_1279,0.5
2013_1103_1281,0.347936944144
2013_1103_1285,0.428382963345
2013_1103_1292,0.474664349099
2013_1103_1299,0.62670234618
2013_1103_1301,0.567399544896
2013_1103_1307,0.362959344555
2013_1103_1308,0.538397061558
2013_1103_1314,0.412447898817
2013_1103_1322,0.614867823399
2013_1103_1323,0.409935471622
2013_1103_1326,0.329190585254
2013_1103_1328,0.61368320377
2013_1103_1329,0.473540597995
2013_1103_1332,0.596575026036
2013_1103_1334,0.586687093322
2013_1103_1338,0.425670388013
2013_1103_1355,0.457306159519
2013_1103_1361,0.391620898716
2013_1103_1380,0.725053294985
2013_1103_1387,0.464509045466
2013_1103_1388,0.35081563241
2013_1103_1393,0.313414283108
2013_1103_1396,0.408383905197
2013_1103_1417,0.547636405832
2013_1103_1424,0.371021412547
2013_1103_1433,0.392492586271
2013_1103_1434,0.624598737331
2013_1103_1437,0.464443545297
2013_1103_1443,0.642233923135
2013_1103_1455,0.353662206383
2013_1103_1458,0.445426531818
2013_1107_1112,0.365272016218
2013_1107_1125,0.328213044598
2013_1107_1129,0.372804451591
2013_1107_1137,0.363362108899
2013_1107_1139,0.356774079199
2013_1107_1143,0.359130581273
2013_1107_1153,0.332424951796
2013_1107_1160,0.381207426967
2013_1107_1161,0.399974698439
2013_1107_1166,0.363448114705
2013_1107_1172,0.376377426471
2013_1107_1181,0.318182161294
2013_1107_1195,0.528728358318
2013_1107_1196,0.309662221881
2013_1107_1207,0.299984506272
2013_1107_1211,0.339736279491
2013_1107_1217,0.320794368016
2013_1107_1228,0.378246643027
2013_1107_1231,0.383006722284
2013_1107_1233,0.351958983043
2013_1107_1235,0.379584885283
2013_1107_1241,0.5
2013_1107_1242,0.330981045459
2013_1107_1243,0.315999334129
2013_1107_1247,0.476511162202
2013_1107_1251,0.547970667946
2013_1107_1254,0.442401379356
2013_1107_1257,0.298582998123
2013_1107_1266,0.318404977241
2013_1107_1272,0.31601994786
2013_1107_1274,0.345938042874
2013_1107_1276,0.395401425339
2013_1107_1277,0.304095343087
2013_1107_1278,0.352030283826
2013_1107_1279,0.359630996043
2013_1107_1281,0.339990513581
2013_1107_1285,0.348824118822
2013_1107_1292,0.364263237654
2013_1107_1299,0.5
2013_1107_1301,0.409686294827
2013_1107_1307,0.308597560706
2013_1107_1308,0.401983281332
2013_1107_1314,0.376453600428
2013_1107_1322,0.556793480006
2013_1107_1323,0.333483452803
2013_1107_1326,0.299114761571
2013_1107_1328,0.482832254013
2013_1107_1329,0.347583015611
2013_1107_1332,0.429573395949
2013_1107_1334,0.47499781056
2013_1107_1338,0.318925128577
2013_1107_1355,0.360174167694
2013_1107_1361,0.329074448467
2013_1107_1380,0.719743281985
2013_1107_1387,0.368694486516
2013_1107_1388,0.334574617912
2013_1107_1393,0.31704622666
2013_1107_1396,0.348146803877
2013_1107_1417,0.396925984128
2013_1107_1424,0.328152217281
2013_1107_1433,0.32736866256
2013_1107_1434,0.439837048022
2013_1107_1437,0.357300706042
2013_1107_1443,0.479954923251
2013_1107_1455,0.322725188354
2013_1107_1458,0.377529067545
2013_1112_1125,0.333818931851
2013_1112_1129,0.54628757542
2013_1112_1137,0.453651743611
2013_1112_1139,0.442648576179
2013_1112_1143,0.455213427655
2013_1112_1153,0.449279822505
2013_1112_1160,0.533117293888
2013_1112_1161,0.591916162082
2013_1112_1166,0.5081228913
2013_1112_1172,0.529723895431
2013_1112_1181,0.322473249022
2013_1112_1195,0.687705444479
2013_1112_1196,0.424521111918
2013_1112_1207,0.444523275636
2013_1112_1211,0.413294587741
2013_1112_1217,0.42741087966
2013_1112_1228,0.506721396745
2013_1112_1231,0.538077706943
2013_1112_1233,0.416763388182
2013_1112_1235,0.526818422615
2013_1112_1241,0.660402125638
2013_1112_1242,0.358642158357
2013_1112_1243,0.423612639396
2013_1112_1247,0.600044496328
2013_1112_1251,0.699814187872
2013_1112_1254,0.50942882432
2013_1112_1257,0.422923165157
2013_1112_1266,0.420395190357
2013_1112_1272,0.416561160341
2013_1112_1274,0.510381813736
2013_1112_1276,0.482729752715
2013_1112_1277,0.426809394632
2013_1112_1278,0.508290044428
2013_1112_1279,0.512507158659
2013_1112_1281,0.359055727605
2013_1112_1285,0.440790162813
2013_1112_1292,0.455704353402
2013_1112_1299,0.654467450409
2013_1112_1301,0.602925003958
2013_1112_1307,0.392771425807
2013_1112_1308,0.549726074684
2013_1112_1314,0.400993895211
2013_1112_1322,0.567441408257
2013_1112_1323,0.46851209643
2013_1112_1326,0.393790145015
2013_1112_1328,0.614016510013
2013_1112_1329,0.533028837355
2013_1112_1332,0.588822552634
2013_1112_1334,0.529500377296
2013_1112_1338,0.437484022147
2013_1112_1355,0.459745420891
2013_1112_1361,0.395382034538
2013_1112_1380,0.725380271235
2013_1112_1387,0.417974594697
2013_1112_1388,0.380634104594
2013_1112_1393,0.365818725948
2013_1112_1396,0.418488642698
2013_1112_1417,0.529221921531
2013_1112_1424,0.410603101936
2013_1112_1433,0.418155766312
2013_1112_1434,0.640119298752
2013_1112_1437,0.483186160727
2013_1112_1443,0.644900356565
2013_1112_1455,0.370413392673
2013_1112_1458,0.399311344456
2013_1125_1129,0.686946164879
2013_1125_1137,0.654318585658
2013_1125_1139,0.672321712434
2013_1125_1143,0.691451629401
2013_1125_1153,0.662160796642
2013_1125_1160,0.707392317979
2013_1125_1161,0.657938976767
2013_1125_1166,0.694849625626
2013_1125_1172,0.687430883621
2013_1125_1181,0.623636461456
2013_1125_1195,0.672194030742
2013_1125_1196,0.637806048973
2013_1125_1207,0.662777658257
2013_1125_1211,0.720456403174
2013_1125_1217,0.637036372434
2013_1125_1228,0.680589710668
2013_1125_1231,0.693200954623
2013_1125_1233,0.638757277633
2013_1125_1235,0.703378752508
2013_1125_1241,0.659737220322
2013_1125_1242,0.659226970576
2013_1125_1243,0.68861737591
2013_1125_1247,0.704128915556
2013_1125_1251,0.65679406404
2013_1125_1254,0.69312313143
2013_1125_1257,0.631697593004
2013_1125_1266,0.705573374918
2013_1125_1272,0.692405164482
2013_1125_1274,0.644379030602
2013_1125_1276,0.685941432825
2013_1125_1277,0.676666673749
2013_1125_1278,0.672385075444
2013_1125_1279,0.686359198548
2013_1125_1281,0.659337955645
2013_1125_1285,0.674583483403
2013_1125_1292,0.644961617283
2013_1125_1299,0.670174330275
2013_1125_1301,0.654663917856
2013_1125_1307,0.6698626087
2013_1125_1308,0.679203099635
2013_1125_1314,0.679568436393
2013_1125_1322,0.686649509581
2013_1125_1323,0.654512328858
2013_1125_1326,0.665723957651
2013_1125_1328,0.69508720459
2013_1125_1329,0.666219994338
2013_1125_1332,0.696386137011
2013_1125_1334,0.684855819352
2013_1125_1338,0.65443430621
2013_1125_1355,0.680282275972
2013_1125_1361,0.641968863935
2013_1125_1380,0.680300190416
2013_1125_1387,0.686760310538
2013_1125_1388,0.686758409605
2013_1125_1393,0.651179865017
2013_1125_1396,0.634013463018
2013_1125_1417,0.679844301777
2013_1125_1424,0.621787393467
2013_1125_1433,0.630436772144
2013_1125_1434,0.669889675816
2013_1125_1437,0.670025319638
2013_1125_1443,0.660972606521
2013_1125_1455,0.645613199074
2013_1125_1458,0.702937748956
2013_1129_1137,0.448002143581
2013_1129_1139,0.422901370815
2013_1129_1143,0.440222814701
2013_1129_1153,0.472365654137
2013_1129_1160,0.451734975971
2013_1129_1161,0.58915278842
2013_1129_1166,0.472518234814
2013_1129_1172,0.491343429605
2013_1129_1181,0.333018316704
2013_1129_1195,0.646026116285
2013_1129_1196,0.411427239512
2013_1129_1207,0.391603736191
2013_1129_1211,0.379099469811
2013_1129_1217,0.487345610097
2013_1129_1228,0.484576811411
2013_1129_1231,0.470182107756
2013_1129_1233,0.402357461474
2013_1129_1235,0.449277782478
2013_1129_1241,0.657349944757
2013_1129_1242,0.361372960993
2013_1129_1243,0.380582642404
2013_1129_1247,0.528098118653
2013_1129_1251,0.711680663508
2013_1129_1254,0.401226446385
2013_1129_1257,0.460024778777
2013_1129_1266,0.368004603719
2013_1129_1272,0.378868938882
2013_1129_1274,0.483456412241
2013_1129_1276,0.421895528586
2013_1129_1277,0.384089009659
2013_1129_1278,0.455728528984
2013_1129_1279,0.478474319785
2013_1129_1281,0.30223533059
2013_1129_1285,0.458234025342
2013_1129_1292,0.460908170046
2013_1129_1299,0.679477315138
2013_1129_1301,0.613360170412
2013_1129_1307,0.374923197201
2013_1129_1308,0.479312379309
2013_1129_1314,0.323029433709
2013_1129_1322,0.5
2013_1129_1323,0.520900972526
2013_1129_1326,0.367341931931
2013_1129_1328,0.544167292626
2013_1129_1329,0.559876684278
2013_1129_1332,0.530131321456
2013_1129_1334,0.465521114607
2013_1129_1338,0.421199721751
2013_1129_1355,0.417710798566
2013_1129_1361,0.414721965094
2013_1129_1380,0.665771577336
2013_1129_1387,0.366715756697
2013_1129_1388,0.358997527427
2013_1129_1393,0.370010410414
2013_1129_1396,0.464031831768
2013_1129_1417,0.483495059883
2013_1129_1424,0.469317892925
2013_1129_1433,0.43977222857
2013_1129_1434,0.588501339447
2013_1129_1437,0.43341949811
2013_1129_1443,0.661427122732
2013_1129_1455,0.391723012702
2013_1129_1458,0.353967441494
2013_1137_1139,0.455991794963
2013_1137_1143,0.459329232477
2013_1137_1153,0.434814245403
2013_1137_1160,0.544728719857
2013_1137_1161,0.582726006455
2013_1137_1166,0.5
2013_1137_1172,0.531606054782
2013_1137_1181,0.259345606985
2013_1137_1195,0.725047902885
2013_1137_1196,0.375285738249
2013_1137_1207,0.404653579386
2013_1137_1211,0.369435964938
2013_1137_1217,0.399252050764
2013_1137_1228,0.511248244764
2013_1137_1231,0.565256098031
2013_1137_1233,0.387707718207
2013_1137_1235,0.529470563563
2013_1137_1241,0.685343788769
2013_1137_1242,0.276384453331
2013_1137_1243,0.385398883227
2013_1137_1247,0.640050449438
2013_1137_1251,0.714002473456
2013_1137_1254,0.478152002605
2013_1137_1257,0.381949377279
2013_1137_1266,0.388087508444
2013_1137_1272,0.400727419826
2013_1137_1274,0.470619970314
2013_1137_1276,0.5142823874
2013_1137_1277,0.395444359059
2013_1137_1278,0.5
2013_1137_1279,0.5
2013_1137_1281,0.327503491974
2013_1137_1285,0.419662177287
2013_1137_1292,0.463125097381
2013_1137_1299,0.645723396232
2013_1137_1301,0.585145668233
2013_1137_1307,0.34968021479
2013_1137_1308,0.53862685728
2013_1137_1314,0.397483960471
2013_1137_1322,0.56189723739
2013_1137_1323,0.393068701362
2013_1137_1326,0.301284682189
2013_1137_1328,0.654088476868
2013_1137_1329,0.511125093731
2013_1137_1332,0.611467973474
2013_1137_1334,0.556426549347
2013_1137_1338,0.415296160872
2013_1137_1355,0.449043316316
2013_1137_1361,0.388733033222
2013_1137_1380,0.722459071898
2013_1137_1387,0.481227976813
2013_1137_1388,0.333561666359
2013_1137_1393,0.298187690099
2013_1137_1396,0.396812004388
2013_1137_1417,0.538049801123
2013_1137_1424,0.365576931491
2013_1137_1433,0.386459946002
2013_1137_1434,0.620542724192
2013_1137_1437,0.466188523093
2013_1137_1443,0.647203973097
2013_1137_1455,0.344588962027
2013_1137_1458,0.484417728717
2013_1139_1143,0.523745992902
2013_1139_1153,0.556310903285
2013_1139_1160,0.599284161133
2013_1139_1161,0.625027755858
2013_1139_1166,0.571272219893
2013_1139_1172,0.584917997661
2013_1139_1181,0.257636936763
2013_1139_1195,0.719912429355
2013_1139_1196,0.414084154925
2013_1139_1207,0.475229987933
2013_1139_1211,0.423651016612
2013_1139_1217,0.5
2013_1139_1228,0.60179587726
2013_1139_1231,0.602453656427
2013_1139_1233,0.416583864201
2013_1139_1235,0.585994108674
2013_1139_1241,0.717661102623
2013_1139_1242,0.272020185052
2013_1139_1243,0.432514505599
2013_1139_1247,0.689309746994
2013_1139_1251,0.744293342251
2013_1139_1254,0.537869837135
2013_1139_1257,0.438897517132
2013_1139_1266,0.445407492273
2013_1139_1272,0.464055065029
2013_1139_1274,0.522960781905
2013_1139_1276,0.624156297423
2013_1139_1277,0.490094543765
2013_1139_1278,0.568282565366
2013_1139_1279,0.558768610281
2013_1139_1281,0.371629460836
2013_1139_1285,0.547559493719
2013_1139_1292,0.59126272972
2013_1139_1299,0.642197648931
2013_1139_1301,0.62160154982
2013_1139_1307,0.397234683686
2013_1139_1308,0.591669730127
2013_1139_1314,0.470161129958
2013_1139_1322,0.629471394377
2013_1139_1323,0.458843845589
2013_1139_1326,0.294781043738
2013_1139_1328,0.658626277422
2013_1139_1329,0.546927028475
2013_1139_1332,0.643876775333
2013_1139_1334,0.656702361778
2013_1139_1338,0.52335554192
2013_1139_1355,0.52232780525
2013_1139_1361,0.50820886819
2013_1139_1380,0.661813752489
2013_1139_1387,0.603173819078
2013_1139_1388,0.365507547563
2013_1139_1393,0.309990330111
2013_1139_1396,0.525109545894
2013_1139_1417,0.620887344383
2013_1139_1424,0.439987908071
2013_1139_1433,0.463026838247
2013_1139_1434,0.622752485895
2013_1139_1437,0.509301166713
2013_1139_1443,0.694433183748
2013_1139_1455,0.436884873498
2013_1139_1458,0.593525641627
2013_1143_1153,0.428976098158
2013_1143_1160,0.551253021904
2013_1143_1161,0.608577737628
2013_1143_1166,0.5
2013_1143_1172,0.531959903632
2013_1143_1181,0.304521871293
2013_1143_1195,0.735567688987
2013_1143_1196,0.41012956546
2013_1143_1207,0.441919649633
2013_1143_1211,0.383506891854
2013_1143_1217,0.401392106939
2013_1143_1228,0.507295137261
2013_1143_1231,0.567670520441
2013_1143_1233,0.409172458486
2013_1143_1235,0.533592354222
2013_1143_1241,0.674597462865
2013_1143_1242,0.334349814139
2013_1143_1243,0.415411422631
2013_1143_1247,0.589361824064
